,Tweets,Length,Date,Source,Favourites,RTs,Username,id_str,in_reply_to_user_id,user_id,isRT,tco,Language,Month,Quarter
26888,We are starting our new century enjoying the best economy our state has ever had. Thanks to the hard work @MadeinAL Secretary @gregcanfield— as well as @al_labor @ADOLSecretary — these are unquestionably the best of times. #ALpolitics,234,2020-02-05 01:10:20,Twitter for iPhone,10,3,GovernorKayIvey,1.224862791468798e+18,19668491.0,19668491.0,False,,en,February,Q1
8230,"In times of crisis, whether it's a fire, flood, or pandemic, I've always been proud of how Oregonians step up to take care of one another. I stand with mayors from across the state in appreciating all of you who kept it local over the holiday weekend.",275,2020-05-26 23:32:11,Twitter Web App,560,77,OregonGovBrown,1.26542552934937e+18,,3023272478.0,False,https://t.co/cETtRWIxiv,en,May,Q2
32630,"We’re adding more beds in new places to relieve the pressure at our hospitals. The USTA Billie Jean King National Tennis Center will accept patients this week. The Center will have 470 beds, including 20 ICU beds.",213,2020-04-08 21:27:14,Twitter for iPhone,20,6,NYCMayor,1.2479994671789998e+18,19834403.0,19834403.0,False,,en,April,Q2
1722,"We have confirmed 70 new cases of COVID-19 in Wyoming in the past 7 days, and there are now confirmed cases in all but two Wyoming counties. Remember, the ""recovered"" number in parenthesis on this map includes probable cases that have recovered. More data:",304,2020-04-13 03:04:32,TweetDeck,40,15,GovernorGordon,1.249533905155154e+18,,1.081334766924755e+18,False,https://t.co/6Tl2r9yc1v,en,April,Q2
16205,"As of March 17, the Missouri state lab has tested 267 people for COVID-19.

• 253 negative
• 15 positive (Counties: Greene 4, STL County 4, Boone 1, Cass 2*, Cole 1, Henry 1, Jackson 1*, and STL City 1)

*Positive tests include commercial labs reporting.",278,2020-03-17 23:10:48,Twitter Web App,119,86,GovParsonMO,1.240053000082776e+18,,1.0036723207818076e+18,False,https://t.co/ZJ98lWjlf0,en,March,Q1
25056,"At the state Emergency Operations Center holding a unified command meeting on #coronavirus.

We will be holding a press conference at 4:30pm to provide updates. Tune in to most local TV news channels or stream live online at",272,2020-02-26 21:11:01,Twitter for iPhone,17,7,govnedlamont,1.2327750981441577e+18,,1.0762939037232332e+18,False,https://t.co/Wz3HQn9Aoh,en,February,Q1
27602,".@uarizona is expanding #COVID19 antibody testing, including partnering with the state to provide 250,000 tests for first responders and health care workers. 

Those interested in getting tested can learn more and sign up here:  @uarizonapres @UAZHealth",276,2020-06-08 21:26:21,Twitter Web App,70,23,dougducey,1.2701049057520476e+18,,20217019.0,False,https://t.co/baiqUIA9iE,en,June,Q2
12364,"For years, Republican and Democrat governors in NH have pushed for and advocated on behalf of more federal funding for our PUBLIC charter schools. I am sickened that the Democrats in the Legislature once again rejected this critical funding for our kids.",278,2020-01-10 16:03:47,Twitter Web App,87,42,GovChrisSununu,1.2156655501998694e+18,,8.162821207672914e+17,False,https://t.co/RIFsmUOWOk,en,January,Q1
21316,"To the teachers, special ed instructors, and administrators who have dedicated themselves to their students — my heart is with you. 

Know that your efforts to reach your classrooms through new, creative ways mean the world to your students, and to me.",252,2020-04-17 20:01:01,Twitter Web App,549,85,GovPritzker,1.2512392608894157e+18,1.0848175233784544e+18,1.0848175233784544e+18,False,,en,April,Q2
29076,"Here, we do things a little differently. It’s #TheArizonaWay.",85,2020-01-13 22:12:19,Twitter Media Studio,15,9,dougducey,1.216845456136761e+18,,20217019.0,False,https://t.co/nVR6ZTrg3z,en,January,Q1
30655,"How the hell can corporations going bankrupt and laying off workers still hand out million-dollar bonuses to their CEOs?

CEOs love this game: Heads, I win. Tails, you lose.

This is why workers must get a say in their companies and seats on their boards.",279,2020-06-24 19:18:18,Twitter Web App,6554,1806,SenSanders,1.2758708850193367e+18,,29442313.0,False,https://t.co/mpEUueYsjO,en,June,Q2
11482,I am also committing $1 million to provide additional support for the New Hampshire Internet Crimes Against Children Taskforce to ensure our kids are not exploited as they spend more time online due to #COVID19. (3/4),217,2020-06-23 19:18:53,Twitter Web App,13,2,GovChrisSununu,1.2755086442772972e+18,8.162821207672914e+17,8.162821207672914e+17,False,,en,June,Q2
25520,"During today’s COVID-19 update, I announced the State ended the fiscal year $360 million above our revised projection. Because of this, the State will be able to further fund the Public School Fund, Higher Education, and the Medicaid Trust Fund beyond our original projection.",276,2020-06-30 21:15:59,Twitter Web App,639,68,AsaHutchinson,1.2780748277237473e+18,,269992801.0,False,,en,June,Q2
9283,"As @NDparkrec begins to welcome campers and day visitors again for the summer season, it’s everyone’s responsibility to be #NDSmart and use our public lands wisely. Visit  for more information.",240,2020-05-09 14:30:51,Twitter Web App,37,8,DougBurgum,1.2591287066621174e+18,,518700708.0,False,https://t.co/xetvkVlje3,en,May,Q2
12106,"This is a matter of public health and safety, and I am glad the court agrees.",101,2020-03-20 16:47:11,TweetDeck,87,15,GovChrisSununu,1.241043623497605e+18,,8.162821207672914e+17,False,https://t.co/sPto82qcjc,en,March,Q1
32040,We’re at City Hall with the latest on COVID-19,70,2020-05-20 13:44:34,Periscope,105,47,NYCMayor,1.2631033241920348e+18,,19834403.0,False,https://t.co/eZ6kpWj3Vl,en,May,Q2
3074,"I have long-term concerns about procurement of PPE. 

The state has been purchasing our own equipment, but we should not be competing with other states for supplies. 
 
We need a national system of procurement. 7/10",215,2020-03-26 22:45:53,Twitter Web App,1968,442,GovInslee,1.2433082192434954e+18,1077214808.0,1077214808.0,False,,en,March,Q1
25089,"They could have chosen anywhere in the world to create this new jet engine test center, but UTC chose to invest in #EastHartford because they know this is where the best and the brightest workers are located. @UTCpolicy @prattandwhitney",260,2020-02-18 17:40:11,Twitter for iPhone,69,8,govnedlamont,1.2298229350046638e+18,,1.0762939037232332e+18,False,https://t.co/WkH5JVZXuW,en,February,Q1
39842,@jpags It’s not a question of whether or not it’s perfect. It’s not even good.,78,2020-06-15 20:57:30,Twitter for iPhone,21,3,joshmatlow,1.272634361515577e+18,17948003.0,15844405.0,False,,en,June,Q2
32621,"If we keep social distancing we can steadily push back this disease and open the door to a different phase when things will get better. We have to fight for it. 

We will NOT jump the gun or relax restrictions before it’s safe. But we will get to the next phase together.",271,2020-04-09 19:37:19,Twitter for iPhone,66,8,NYCMayor,1.248334195476308e+18,19834403.0,19834403.0,False,,en,April,Q2
2875,"Congrats to the WA winners:
🏆 Carl Sandburg Elementary/Discovery Community School, Kirkland
🏆 Montessori Children’s House, Redmond
🏆 Pullman Public Schools
🏆 Seattle Public Schools
🏆 Wahluke Public Schools, Mattawa
🏆 Elizabeth Schmitz - Program Director, OSPI",283,2020-04-23 00:41:27,Twitter Web App,260,45,GovInslee,1.2531217743440118e+18,,1077214808.0,False,https://t.co/tGAkriOrDW,en,April,Q2
14461,"Montanans appreciate our public lands, especially in the time of COVID-19. There's still time left to register for the @PPLTHelena's Don't Fence Me In Trail Run to support our trails - this year, virtually and socially distanced.",253,2020-06-22 22:19:09,Twitter Web App,102,11,GovernorBullock,1.2751916239330632e+18,,111721601.0,False,https://t.co/niDJC29bN9,en,June,Q2
12836,"My staff, the LEAP, state agencies &amp; biz leaders are already working together to provide recommendations on the Phase 2 reopening. Our goal is to continue reopening more of our economy in a safe &amp; responsible manner. What we do now will determine when we can do next.",275,2020-05-15 22:21:44,Twitter Web App,85,11,GovSisolak,1.2614215348133683e+18,1.080586433088258e+18,1.080586433088258e+18,False,,en,May,Q2
25230,"Tomorrow is @CTKidGovernor Inauguration Day! We'll be celebrating the swearing in of Connecticut's 5th Kid Governor Myra Stanfield, a fifth grade student from #WestHartford's Norfeldt Elementary School. #CTKGMyra",236,2020-01-16 22:01:46,Twitter Web App,25,3,govnedlamont,1.2179299656996577e+18,,1.0762939037232332e+18,False,https://t.co/rsnJ4x2bzb,en,January,Q1
25276,"Getting ready to go on @wherewelive at 9am.

Will be streaming live on Facebook:",128,2020-01-07 13:45:55,Twitter for iPhone,2,0,govnedlamont,1.2145436920501576e+18,,1.0762939037232332e+18,False,https://t.co/K23afPwyd9,en,January,Q1
606,"1/The District’s reported data for Sunday, April 19, 2020 includes 134 new positive coronavirus (COVID-19) cases, bringing the District’s overall positive case total to 2,927.

Learn more:",236,2020-04-20 14:20:02,Twitter Web App,17,28,MayorBowser,1.2522406135689093e+18,,976542720.0,False,https://t.co/OptCmVsykG,en,April,Q2
7736,Wishing a safe and happy #Easter to all Pennsylvanians celebrating. Thank you for staying home this year.,129,2020-04-12 12:02:24,Twitter for iPhone,1495,124,GovernorTomWolf,1.249306872320057e+18,,2978837542.0,False,https://t.co/efknARibQG,en,April,Q2
691,"Got symptoms? DC residents can get tested for #coronavirus using the following resources:

☎️your doctor or medical provider 

☎️hotline in English: 1-855-363-0333

☎️hotline in English &amp; Spanish: 1-844-796-2797

#StayHomeDC",277,2020-04-10 16:52:22,Twitter Web App,70,69,MayorBowser,1.2486550727514235e+18,,976542720.0,False,https://t.co/IQS3YfZeNm,en,April,Q2
39801,"@DrDogra18 There actually is. But not enough. And the Ford government has made it less so over the past year. If you’d like me to explain more in detail, I’d be very happy to if you email me at councillor_matlow@toronto.ca",222,2020-06-19 03:00:57,Twitter for iPhone,8,0,joshmatlow,1.2738129875356385e+18,982897488.0,15844405.0,False,,en,June,Q2
26593,"Today we commemorate the passing of 10 years since the Deepwater Horizon oil spill. We remember the 11 men we lost &amp; those injured, their loved ones and the many communities that were severely affected in coastal Alabama. @Outdoor_Alabama #alpolitics",279,2020-04-20 14:02:43,TweetDeck,50,6,GovernorKayIvey,1.2522362573687603e+18,,19668491.0,False,https://t.co/8DeF3IP3cU,en,April,Q2
23668,"I've issued a stay-at-home order for Delawareans, and ordered non-essential businesses to close at 8 a.m. Tuesday, March 24.

List of essential and non-essential businesses:",197,2020-03-22 21:02:51,Twitter Web App,760,651,johncarneyde,1.24183273852262e+18,,237770636.0,False,https://t.co/ZpSLTvLNM6,en,March,Q1
4573,"I greatly appreciate the diligent work of first responders in combating the #TraverseFire and #KnollsFire. Visiting with the response team in Lehi, I was impressed by their preparedness and composure despite the challenge of containment.",261,2020-06-29 01:32:27,Twitter for iPhone,243,12,GovHerbert,1.2774145959471596e+18,,60688326.0,False,https://t.co/GrNicJWoxJ,en,June,Q2
2185,"We have three branches of government to ensure a system of checks and balances, and questions about our elections typically rely on all three playing a role. If I could have changed the election on my own I would have but I can’t without violating state law.",258,2020-04-02 00:10:56,Twitter Web App,681,172,GovEvers,1.2455039492321935e+18,,234896532.0,False,,en,April,Q2
22992,"Great partnership between @PSHP and @QuestDX to deliver 1,000 COVID-19 test kits each week to Federally Qualified Health Centers in our state!  #gapol",173,2020-05-09 21:55:04,Hootsuite Inc.,129,17,BrianKempGA,1.2592404980380058e+18,,47437206.0,False,https://t.co/sCmPyknhm8,en,May,Q2
29658,"5 essential accountability questions courtesy of @CJAOurPower:

1. Who tells the story?
2. Who makes the decisions?
3. Who benefits, &amp; how?
4. What else will this impact?
5. How will this build or shift power?

Asked w/ environmental justice in mind, yet important for ALL policy.",308,2020-03-06 02:33:55,Twitter for iPhone,3006,641,aoc,1.2357554611541484e+18,,138203134.0,False,https://t.co/JfG1tBGd5b,en,March,Q1
18243,"Cardholders with expiration dates between March 1 and June 30, or those needing a replacement, may apply to receive mailed credential.",182,2020-05-29 18:14:04,Twitter Web App,107,27,GovAndyBeshear,1.2664326358129418e+18,,1.1925498228652974e+18,False,https://t.co/pZCGphODl8,en,May,Q2
12902,"Read the NV Roadmap to Recovery Phase 1 Statewide Standards here: 

More industry-specific guidance will be coming shortly, thanks to the Local Empowerment Advisory Panel (LEAP). #StaySafeStayOpen",219,2020-05-07 23:06:16,Twitter Web App,115,54,GovSisolak,1.2585336389388452e+18,,1.080586433088258e+18,False,https://t.co/mubPnux5BS,en,May,Q2
6070,"When #COVID19 is over, @southdakota’s Great Places will be waiting for our visitors.

Until then, you can help us celebrate National Travel and Tourism Week by virtually experiencing our beautiful state. Learn more at  #HiFromSD #NTTW20 #SpiritOfTravel",299,2020-05-04 17:19:40,TweetDeck,204,52,govkristinoem,1.2573592518042255e+18,,235251868.0,False,https://t.co/BAM6wZstGQ,en,May,Q2
33773,"This incident is wholly unjustified and utterly disgraceful.

I've spoken with Buffalo @MayorByronBrown and we agree that the officers involved should be immediately suspended pending a formal investigation.

Police Officers must enforce — NOT ABUSE — the law.",284,2020-06-05 03:01:27,Twitter Web App,6275,1792,NYGovCuomo,1.2687396845046047e+18,,232268199.0,False,https://t.co/EYIbTlXnPt,en,June,Q2
44772,We need our Great David Perdue (@PerdueSenate) in the Senate to Drain the Swamp &amp; Make America Great Again! His Radical Liberal opponent Jon Ossoff (who we beat in 2017) supports LAWLESS Sanctuary Cities wants to raise your taxes &amp; weaken our Great Military. He is a puppet...,284,2020-06-11 19:33,Twitter for iPhone,49327,12987,realDonaldTrump,1.27e+18,,,False,,en,June,Q2
1034,Share this graphic to help inform our high risk residents and seniors. For more information visit .,146,2020-03-13 15:41:07,Twitter Web App,164,185,MayorBowser,1.2384902820622295e+18,,976542720.0,False,https://t.co/MEWs6uxEBa,en,March,Q1
30646,"As coronavirus cases rise, nurses are demanding that this for-profit, corporate hospital chain provide them with the protective gear and staffing support they need to care for their patients.

I stand with the nurses striking across this country today.",276,2020-06-26 17:31:38,Twitter Web App,2525,649,SenSanders,1.27656882054776e+18,,29442313.0,False,https://t.co/HMe8XeIrf4,en,June,Q2
25039,"Out of all of the issues that are dividing the country at the moment, universal background checks is one issue that receives near unanimous support. Now is the time to take action.",180,2020-02-27 22:59:56,Twitter Web App,10,3,govnedlamont,1.2331648935131054e+18,1.0762939037232332e+18,1.0762939037232332e+18,False,,en,February,Q1
24225,"I will hold a news briefing today at 4:30PM to discuss the latest updates on COVID-19.

Watch live on 📱💻⬇️

Facebook: 
YouTube:",198,2020-05-13 16:55:33,Twitter Web App,32,10,govnedlamont,1.260614671729668e+18,,1.0762939037232332e+18,False,https://t.co/29ZkuTOgjF,en,May,Q2
28547,Thank you to Arizona’s Tribal Leaders for joining @AZDHS Director @DrCaraChrist and me on a call to discuss the latest on #COVID19. @SanPaiute @CRTribes @sc_apache @CocopahTribe @GRIC_Official @TheHopiTribe,230,2020-03-18 18:48:39,Twitter for iPhone,28,13,dougducey,1.240349415572824e+18,,20217019.0,False,https://t.co/y6T1aqWvUs,en,March,Q1
39386,"In the true Canadian spirit, nationwide there is a growing movement of businesses and individuals helping one another. We are stronger together. #OntarioSpirit",183,2020-03-23 13:24:22,Twitter for iPhone,459,98,fordnation,1.2420797460302193e+18,,2809959174.0,False,https://t.co/eZlEZ5cYwv,en,March,Q1
4534,"I’ll also propose a package of criminal justice reforms that we’ve shared with the comms. of jurisdiction… As we continue to create a more effective criminal justice system, we must remember that justice for victims &amp; accountability for criminals must be top priorities. #VTSOTS",282,2020-01-09 19:52:45,Twitter Web App,5,1,GovPhilScott,1.2153607833302385e+18,,545107258.0,False,,en,January,Q1
10769,"Hoy a las 3:00 de la tarde habrá una actualización sobre los esfuerzos de Nuevo México frente a la pandemia del COVID-19.
 
Una interpretación simultánea en español será transmitida en vivo en",240,2020-04-22 19:14:16,Twitter Web App,35,11,GovMLG,1.2530394353749445e+18,,1.0700837068224388e+18,False,https://t.co/GeBKlZ1H1a,en,April,Q2
25723,"I have declared 11 counties disaster areas in the wake of the severe storms and tornadoes on April 12, 2020. The eleven counties are Arkansas, Bradley, Cleveland, Dallas, Drew, Grant, Hot Spring, Jefferson, Lincoln, Ouachita, and Phillips.",263,2020-04-25 00:09:02,Twitter Web App,49,13,AsaHutchinson,1.253838392120324e+18,,269992801.0,False,https://t.co/aUCHAQfDIS,en,April,Q2
17154,"COVID-19 has brought historic challenges for our small business owners. Today, applications opened for $62.5 million in relief funding. If you own a small business impacted by COVID-19: Please apply! 
 
.",227,2020-06-23 21:03:57,Twitter Web App,403,111,GovTimWalz,1.2755350868600955e+18,,1.0646035409565656e+18,False,https://t.co/L3tGbidp75,en,June,Q2
32082,"We'll hire up to 300 Resource Navigators to make sure people isolating after a positive COVID-19 test have what they need. Everything from food to medicine to a phone to stay in touch.

This is a proven approach and we’ll do it on an unprecedented scale in New York City.",271,2020-05-17 18:47:09,Twitter Web App,71,14,NYCMayor,1.2620923098370294e+18,19834403.0,19834403.0,False,,en,May,Q2
40962,"@LeslieLpjam @JohnTory For a city in Ontario to be able to have commercial/retail rent control, it would have to be approved by the provincial government.",154,2020-03-06 02:44:50,Twitter for iPhone,2,0,joshmatlow,1.235758206254801e+18,2385784501.0,15844405.0,False,,en,March,Q1
30086,"Congratulations to Jimmy McCain for graduating from ASU and receiving his degree in history. It gets even better as he has been accepted to the graduate program at Trinity College in Dublin, Ireland - one of the most prestigious universities in the world. Well done Jimmy &amp; family",284,2020-05-15 19:53:21,Twitter for iPhone,2613,217,LindseyGrahamSC,1.2613841942209372e+18,,432895323.0,False,,en,May,Q2
38654,"When we lift each other up, we all rise together

#WednesdayWisdom",66,2020-02-05 13:34:47,Twitter for Android,1117,201,theJagmeetSingh,1.225050135551447e+18,,253340075.0,False,,en,February,Q1
28942,"Agree, @HankHaney! The @WMPhoenixOpen is a Made-in-Arizona tradition — with 100% of proceeds going to support local charities. Over $13 million donated last year, with more than 700,000 attendees. There’s simply nothing like it. #thepeoplesopen",268,2020-02-01 21:26:44,Twitter for iPhone,58,17,dougducey,1.223719356380504e+18,,20217019.0,False,https://t.co/khLo8ooOl8,en,February,Q1
6726,"Recently, I discussed what’s coming in Phase 2. I know there will be questions as more businesses reopen. @CommerceRI will host Facebook Town Halls for specific groups of business owners &amp; those interested in learning about precautions we'll have in place.",284,2020-05-26 20:18:01,TweetDeck,24,5,GovRaimondo,1.265376666823557e+18,,240778059.0,False,https://t.co/bQh4nyO3Ij,en,May,Q2
7883,I am asking religious leaders to use their discretion to prevent the spread of illness through their congregations and communities. #COVID19,140,2020-03-12 18:25:49,Twitter Web App,141,42,GovernorTomWolf,1.2381693401360998e+18,2978837542.0,2978837542.0,False,,en,March,Q1
24804,"UPDATE: Since yesterday, 35 more #CT residents tested positive for #COVID19.

Fairfield County: 122
Hartford County: 29
Litchfield County: 8
Middlesex County: 5
New Haven County: 23
New London County: 1
Tolland County: 4
Windham County: 2
TOTAL: 194

🔗",299,2020-03-20 19:32:31,Twitter Web App,83,99,govnedlamont,1.2410852273440932e+18,,1.0762939037232332e+18,False,https://t.co/FpgO8VKwjq,en,March,Q1
6800,"I’m proud to announce that we have $1.5M in emergency rental assistance available to low-income renters who've been impacted by the COVID-19 emergency and are at immediate risk of homelessness. Starting today, you can go to  to view requirements and apply.",279,2020-05-02 18:40:30,TweetDeck,80,29,GovRaimondo,1.256654817226883e+18,240778059.0,240778059.0,False,https://t.co/WsA4n68CFz,en,May,Q2
42884,Good teamwork between Republicans &amp; Democrats as the House passes the big CoronaVirus Relief Bill. People really pulled together. Nice to see!,146,2020-03-14 11:37,Twitter for iPhone,146459,21946,realDonaldTrump,1.24e+18,,,False,,en,March,Q1
3626,"While the number of cases alone does not provide an accurate picture of the virus, we can make some important comparisons across regions—which consistently show that on any given day, 70% of the Commonwealth’s positive #COVID19 cases are in the Northern Virginia region.",294,2020-05-12 21:33:14,Twitter Web App,52,14,GovernorVA,1.2603221642025165e+18,104198706.0,104198706.0,False,https://t.co/8r0qj3DZam,en,May,Q2
40757,@JohnOhearn Please do email us at councillor_matlow@toronto.ca,62,2020-03-19 20:51:22,Twitter for iPhone,0,0,joshmatlow,1.2407426846560543e+18,9.575873094020792e+17,15844405.0,False,,en,March,Q1
23231,@GAFirstLady and I stopped by Harrison Poultry’s new feed mill in Crawfordville. This facility is a huge boon to Taliaferro County creating great jobs for rural Georgians! #gapol,202,2020-01-05 22:25:42,Twitter for iPhone,25,1,BrianKempGA,1.2139497220729285e+18,1.0837386367078728e+18,47437206.0,False,https://t.co/kEYRTQbBzE,en,January,Q1
28701,"Important information from @matthewladner ❗️

Arizona schools are leading the nation in academic growth. Let’s keep it going! #TheArizonaWay ✏️📚",168,2020-03-05 23:44:06,Twitter for iPhone,31,18,dougducey,1.23571272209374e+18,,20217019.0,False,https://t.co/6fqlD7yqFV,en,March,Q1
2830,WATCH: National Nurses Day: Conversation with Washington Nurses,87,2020-05-06 21:31:41,Periscope,161,49,GovInslee,1.2581474460030976e+18,,1077214808.0,False,https://t.co/YRCGxOsPBQ,en,May,Q2
43413,Thank you to everyone for all of the great reviews I have gotten on my State of the Union Speech. It was an immense honor for me to have presented it to you and the citizens of our very strong and wonderful Country!,215,2020-02-09 1:56,Twitter for iPhone,263579,40384,realDonaldTrump,1.23e+18,,,False,,en,February,Q1
10430,"Thank you @senpetecampos for your wonderful opening reflection today as the New Mexico Legislature begins the 2020 special session.

The Legislature is now in session, taking up:
- Business &amp; tax relief
- Public safety reform
- Election accessibility",278,2020-06-18 18:48:20,Twitter Web App,66,15,GovMLG,1.2736890179350036e+18,,1.0700837068224388e+18,False,https://t.co/Usuxz7kEHH,en,June,Q2
7095,@RIHEALTH I'm also announcing a new program for small business owners. You can now get 45 minutes of free tech support via teleconference or over the phone. This service has been coordinated by @CommerceRI and is being staffed by volunteers from some of RI's leading tech companies.,282,2020-03-26 20:38:30,TweetDeck,29,12,GovRaimondo,1.243276161624486e+18,240778059.0,240778059.0,False,,en,March,Q1
13327,"It is so nice to see all the positive stories involving our community--from @unlv students making sanitation kits for the homeless, to @CoxComm donating 5k protective shoe covers to @UMCSN, to Nevadans stepping up to donate blood. TY so much for your help!",280,2020-03-31 22:05:40,Twitter Web App,272,63,GovSisolak,1.245110037397168e+18,,1.080586433088258e+18,False,https://t.co/nx9FnZCt4V,en,March,Q1
7044,"I can’t overstate how hard this pandemic has hit our small businesses. Today, we can announce some additional help. Today, the RI Superior Court is rolling out a new program to assist businesses that have been significantly disrupted by this virus.",248,2020-03-31 19:08:39,TweetDeck,41,8,GovRaimondo,1.2450654887172833e+18,240778059.0,240778059.0,False,,en,March,Q1
26960,"@DrakeEileen @BoeingSpace @NASA You are spot on, @DrakeEileen! This is a team effort.",85,2020-01-09 17:28:09,Twitter for iPhone,4,3,GovernorKayIvey,1.215324392181375e+18,3178944356.0,19668491.0,False,,en,January,Q1
27159,"NEW: CA will work with our hospitals and health systems to resume delayed medical care like tumor removals and key preventive care services--which were deferred to prep for the #COVID19 surge.

We’ll do this in a thoughtful and judicious way to ensure our system has the capacity.",280,2020-04-22 19:13:19,Twitter for iPhone,2078,393,GavinNewsom,1.2530391972223877e+18,,11347122.0,False,,en,April,Q2
30976,"Enough with the damn lies, @realDonaldTrump. Listen to the scientists. Millions of lives are at stake.",126,2020-03-24 20:30:35,Twitter Media Studio,19816,5795,SenSanders,1.2425493940393247e+18,,29442313.0,False,https://t.co/Epc9E3i4UR,en,March,Q1
39919,@sam_chater I didn’t know what the police would unilaterally cut as council doesn’t actually control the police budget or is privy to the line by line. A change I believe that’s needed is for us to wrest control of the police budget to actually see what we’re funding &amp; what is/should be cut.,296,2020-06-06 16:26:58,Twitter for iPhone,6,1,joshmatlow,1.2693047882247864e+18,23296700.0,15844405.0,False,,en,June,Q2
24252,"Personal services (hair) guidance for Phase 1:

Permitted to operate with strict safety protocols in place. (5/5)",137,2020-05-08 22:45:08,Twitter Media Studio,105,30,govnedlamont,1.2588907076470415e+18,,1.0762939037232332e+18,False,https://t.co/yImyWqjiuP,en,May,Q2
30920,"If our farmworkers fall ill, we go hungry. Our health and wellbeing are all interconnected.

We must put an end to their cramped, impoverished conditions, and provide free health care, paid sick leave, and good wages—regardless of immigration status.",274,2020-04-04 15:16:06,Twitter for iPhone,8590,2347,SenSanders,1.2464565173411676e+18,,29442313.0,False,https://t.co/VqDuJaIANN,en,April,Q2
35330,"My motion seeks to do many things include prohibiting Toronto Police’s deadly use of force and military-style weapons, with exception of the Emergency Task Force. Toronto taxpayers spend millions in firearms &amp; ammunition arming officers and in 2019 they shot their guns 23 times.",307,2020-06-29 19:30:45,Twitter for iPad,248,62,kristynwongtam,1.2776859608813404e+18,,20452161.0,False,https://t.co/QMLurt7oUw,en,June,Q2
32765,"On Monday, the USNS Comfort Navy Hospital will arrive in New York Harbor. It will be a welcome sight. 

We're so grateful to the Navy and all of the military personnel coming to our city to help New Yorkers in our time of need.",227,2020-03-29 23:40:03,Twitter for iPhone,314,42,NYCMayor,1.2444090145675182e+18,19834403.0,19834403.0,False,,en,March,Q1
41493,I’m giving an update on the work we’ve been doing to make sure you and your family have what you need - from investing in mental health services to boosting the Canada Child Benefit. Watch live:,218,2020-05-03 15:16,Twitter for iPhone,1007,188,JustinTrudeau,1.26e+18,,,False,https://t.co/YB0r8dFzcl,en,May,Q2
41320,"I encourage every party in the Ontario Legislature to support this very thoughtful and important private members bill, that would prevent couples from being separated in long-term care.",210,2020-01-02 16:23:34,Twitter for iPhone,77,18,joshmatlow,1.2127714255112356e+18,,15844405.0,False,https://t.co/qgaYXqBOTw,en,January,Q1
43270,What Mini Mike is doing is nothing less than a large scale illegal campaign contribution. He is “spreading” money all over the place only to have recipients of his cash payments many former opponents happily joining or supporting his campaign. Isn’t that called a payoff? .....,283,2020-02-18 20:51,Twitter for iPhone,109950,27086,realDonaldTrump,1.23e+18,,,False,,en,February,Q1
1636,"...we are able to continue removing the few public health restrictions that remain. Our updated health orders allow Wyomingites to safely celebrate the 4th of July the way that all Americans should, with barbecues, parades and other celebrations of our nation’s independence. 5/5",279,2020-06-11 01:18:51,Twitter Web App,31,3,GovernorGordon,1.2708881926489866e+18,1.081334766924755e+18,1.081334766924755e+18,False,,en,June,Q2
26086,"Our state &amp; local emergency managers were busy last night responding to reports of storm damage.  7 tractor trailer rigs were blown over on I-40.  Over 40,000 without power.  Stay safe everyone &amp; we appreciate the power crews still at work.",248,2020-01-11 15:00:39,Twitter for iPhone,129,37,AsaHutchinson,1.216012048515195e+18,,269992801.0,False,,en,January,Q1
11133,"No child should ever go hungry. While we continue to combat child hunger across the state, House Bill 10 will ensure that over 12,000 additional New Mexico children are guaranteed meals at school. #NMgov #NMleg #HB10",240,2020-03-09 21:32:12,Twitter Web App,68,21,GovMLG,1.2371290822796124e+18,,1.0700837068224388e+18,False,https://t.co/sNiaBYH64k,en,March,Q1
20806,"Today, I signed HB 2682 into law, a bipartisan piece of legislation allowing the sale of cocktails for pickup and delivery.

Read my full statement:",172,2020-06-02 22:15:22,Twitter Web App,1676,196,GovPritzker,1.2679429145854362e+18,,1.0848175233784544e+18,False,https://t.co/RrPcyio3GQ,en,June,Q2
5565,I'm joining @foxandfriends in a few minutes to discuss our plans to safely reopen Tennessee. Tune in.,101,2020-05-01 11:00:01,TweetDeck,368,31,GovBillLee,1.256176543493247e+18,,1.084924525232513e+18,False,,en,May,Q2
30411,"This was a hard fought contest and to Abdullah Abdullah and all who used the democratic process to make their voices heard - job well done. 

When it comes to embracing democracy and humans rights in Afghanistan, there is no going back.",236,2020-02-19 21:07:02,TweetDeck,1239,198,LindseyGrahamSC,1.2302373785492972e+18,432895323.0,432895323.0,False,,en,February,Q1
15901,"During our “Stay Home Missouri” order, it’s important for us in state government to remove barriers to keep Missourians moving forward.

There are many important personal &amp; business transactions that require the services of a Notary Public, commissioned by the @MissouriSOS.",278,2020-04-06 20:27:20,Twitter Web App,25,12,GovParsonMO,1.247259616087597e+18,,1.0036723207818076e+18,False,,en,April,Q2
34320,"We lost 778 New Yorkers yesterday to this vicious virus.

We mourn each of them.

Remember: Our actions determine our destiny.

We flattened the curve and we must keep it up.",174,2020-04-14 15:48:36,Twitter Web App,18174,2660,NYGovCuomo,1.2500885751668e+18,,232268199.0,False,,en,April,Q2
31336,Florida's budget continues to make necessary investments in public safety. The budget includes $2.3M to implement the first Statewide Behavioral Threat Assessment strategy in the country and more than $8.1M to expand and enhance Florida’s crime databases.,279,2020-06-29 23:05:19,Twitter Web App,288,48,GovRonDeSantis,1.2777399571850568e+18,1058807868.0,1058807868.0,False,https://t.co/C2lJ6ED04f,en,June,Q2
