Unnamed: 0,Tweets,Date,Source,Favourites,RTs,Username,id_str,in_reply_to_user_id,user_id,isRT,tco,Language,Month,Quarter,TweetsTokenized
498,demicircular cackled pyeloscopy riffling dacryosyrinx nonsecret miharaite kalumpit itemed phantasmagorian misdoing platycephalic snuffingly zymological intermammillary dwt peachy lopers lopers triflingness crayfishing pureness garuda morgens trombidiidae cacogenics,,,,,,,,,,,,May,Q2,"['demicircular', 'cackled', 'pyeloscopy', 'riffling', 'dacryosyrinx', 'nonsecret', 'miharaite', 'kalumpit', 'itemed', 'phantasmagorian', 'misdoing', 'platycephalic', 'snuffingly', 'zymological', 'intermammillary', 'dwt', 'peachy', 'lopers', 'lopers', 'triflingness', 'crayfishing', 'pureness', 'garuda', 'morgens', 'trombidiidae', 'cacogenics']"
499,samphire engjateigur dere sexlessness gypsology bodle nonapparently sous devitalization fairyologist hagiolater nonactuality slavering debind cigarets adagio disorganise molybdocolic interspecific nonobstetrical omnibus portiere pattened subfraction teraglin slate mouche,,,,,,,,,,,,May,Q2,"['samphire', 'engjateigur', 'dere', 'sexlessness', 'gypsology', 'bodle', 'nonapparently', 'sous', 'devitalization', 'fairyologist', 'hagiolater', 'nonactuality', 'slavering', 'debind', 'cigarets', 'adagio', 'disorganise', 'molybdocolic', 'interspecific', 'nonobstetrical', 'omnibus', 'portiere', 'pattened', 'subfraction', 'teraglin', 'slate', 'mouche']"
500,stylizers reckon egall bowsman messaging dexterous egall monton redesertion salaams untestate spinuliform unexcursive leaseholds nailfolds bedswerver sowbread earlock trumpeter vermis spasmous dowdies amaryllidaceous understand maltster cohesionless liss infusoria urethrostomy,,,,,,,,,,,,June,Q2,"['stylizers', 'reckon', 'egall', 'bowsman', 'messaging', 'dexterous', 'egall', 'monton', 'redesertion', 'salaams', 'untestate', 'spinuliform', 'unexcursive', 'leaseholds', 'nailfolds', 'bedswerver', 'sowbread', 'earlock', 'trumpeter', 'vermis', 'spasmous', 'dowdies', 'amaryllidaceous', 'understand', 'maltster', 'cohesionless', 'liss', 'infusoria', 'urethrostomy']"
501,motivational febricula bewet bonspells dicaryophyte bonspells sternage lulling monocarps birdfarms irisation sidebands dowelled epispadiac sputnik tetrameter autoimmune piment scrimmaging rehanged readdict acromion birdfarms locum corallorhiza electroencephalographic australians,,,,,,,,,,,,June,Q2,"['motivational', 'febricula', 'bewet', 'bonspells', 'dicaryophyte', 'bonspells', 'sternage', 'lulling', 'monocarps', 'birdfarms', 'irisation', 'sidebands', 'dowelled', 'epispadiac', 'sputnik', 'tetrameter', 'autoimmune', 'piment', 'scrimmaging', 'rehanged', 'readdict', 'acromion', 'birdfarms', 'locum', 'corallorhiza', 'electroencephalographic', 'australians']"
502,venations nutational enskyed sowins strapping refuel preserver refuel bicarbonate eviscerating taeniafuge emboldens rapt simony oxyuridae hadbote harshens holland ciliola tagliacotian unsold bodiliness laniards absoluter pseudonavicula opulently uncomprisingly evangelical,,,,,,,,,,,,June,Q2,"['venations', 'nutational', 'enskyed', 'sowins', 'strapping', 'refuel', 'preserver', 'refuel', 'bicarbonate', 'eviscerating', 'taeniafuge', 'emboldens', 'rapt', 'simony', 'oxyuridae', 'hadbote', 'harshens', 'holland', 'ciliola', 'tagliacotian', 'unsold', 'bodiliness', 'laniards', 'absoluter', 'pseudonavicula', 'opulently', 'uncomprisingly', 'evangelical']"
503,carnifying spermatogonia availment positum astrognosy macclesfield shipments ferrotyping augmenter oklahoman curelessness antiarthritic gratinated qualms shiai nonloxodromic spirable blatch hinner villageful those everyhow undermaster antiarthritic malposition enthrone preheat,,,,,,,,,,,,June,Q2,"['carnifying', 'spermatogonia', 'availment', 'positum', 'astrognosy', 'macclesfield', 'shipments', 'ferrotyping', 'augmenter', 'oklahoman', 'curelessness', 'antiarthritic', 'gratinated', 'qualms', 'shiai', 'nonloxodromic', 'spirable', 'blatch', 'hinner', 'villageful', 'everyhow', 'undermaster', 'antiarthritic', 'malposition', 'enthrone', 'preheat']"
504,leg deadeningly pectinaceous bereaved prefabrication phanos planable hangtag impenitent jangly blarina woodsia converses premixes otate narrowing arbor dizz replicatile counterenergy accursedly oversimplification nestlike drollishness audiology probenecid totteriness feston,,,,,,,,,,,,June,Q2,"['leg', 'deadeningly', 'pectinaceous', 'bereaved', 'prefabrication', 'phanos', 'planable', 'hangtag', 'impenitent', 'jangly', 'blarina', 'woodsia', 'converses', 'premixes', 'otate', 'narrowing', 'arbor', 'dizz', 'replicatile', 'counterenergy', 'accursedly', 'oversimplification', 'nestlike', 'drollishness', 'audiology', 'probenecid', 'totteriness', 'feston']"
505,zythem wrastle petioli multisonic bronchorrhaphy aporia petioli yali overproficient veilings alibility chronol mucigen biciliate petioli alibility unbent peto cosmopolitanisation fainted hambergite stingy polymyarii predistrict unfeudally woolwork monogrammatical unprotrusible,,,,,,,,,,,,June,Q2,"['zythem', 'wrastle', 'petioli', 'multisonic', 'bronchorrhaphy', 'aporia', 'petioli', 'yali', 'overproficient', 'veilings', 'alibility', 'chronol', 'mucigen', 'biciliate', 'petioli', 'alibility', 'unbent', 'peto', 'cosmopolitanisation', 'fainted', 'hambergite', 'stingy', 'polymyarii', 'predistrict', 'unfeudally', 'woolwork', 'monogrammatical', 'unprotrusible']"
506,lative saltiest procuration watchmanship tare snaths blithesomely sportable handbags ass underscored saggards appels pinites rasping obarne quinovic elevon overmotor acyloins anton rasping rasping housekeep adjection annoy dentiform handbags hornblendic housekeep hodometrical,,,,,,,,,,,,June,Q2,"['lative', 'saltiest', 'procuration', 'watchmanship', 'tare', 'snaths', 'blithesomely', 'sportable', 'handbags', 'ass', 'underscored', 'saggards', 'appels', 'pinites', 'rasping', 'obarne', 'quinovic', 'elevon', 'overmotor', 'acyloins', 'anton', 'rasping', 'rasping', 'housekeep', 'adjection', 'annoy', 'dentiform', 'handbags', 'hornblendic', 'housekeep', 'hodometrical']"
507,perkingly communalising genteelness preevolutionary tabularize hutchinsonian creameries protium miscounseled initialer sebum mahometan preaging tabacosis interpermeating cancelers powderiness homoeomerianism visualizes englyn eysoge grunzie unmerchandised potboiled sebum,,,,,,,,,,,,June,Q2,"['perkingly', 'communalising', 'genteelness', 'preevolutionary', 'tabularize', 'hutchinsonian', 'creameries', 'protium', 'miscounseled', 'initialer', 'sebum', 'mahometan', 'preaging', 'tabacosis', 'interpermeating', 'cancelers', 'powderiness', 'homoeomerianism', 'visualizes', 'englyn', 'eysoge', 'grunzie', 'unmerchandised', 'potboiled', 'sebum']"
508,fulgourous unshrinkability unconductive unconductive anserine merengued unextendedly microsomial disfranchise zygozoospore hulotheism microsomial mudslingers generous branniest untillable datsuns alimentativeness recontinuance crags macrolepidopterous ajowan associationism,,,,,,,,,,,,June,Q2,"['fulgourous', 'unshrinkability', 'unconductive', 'unconductive', 'anserine', 'merengued', 'unextendedly', 'microsomial', 'disfranchise', 'zygozoospore', 'hulotheism', 'microsomial', 'mudslingers', 'generous', 'branniest', 'untillable', 'datsuns', 'alimentativeness', 'recontinuance', 'crags', 'macrolepidopterous', 'ajowan', 'associationism']"
509,encounters subgelatinous reusable tapmost subcerebral poppycock unabstracted counterfact holdfasts flushes prologues palatization vitrial sargassumfishes roaded hookwise heliozoa poppycock overreligiosity mesocola palatization owners instigating polymyxin paratrooper speedier,,,,,,,,,,,,June,Q2,"['encounters', 'subgelatinous', 'reusable', 'tapmost', 'subcerebral', 'poppycock', 'unabstracted', 'counterfact', 'holdfasts', 'flushes', 'prologues', 'palatization', 'vitrial', 'sargassumfishes', 'roaded', 'hookwise', 'heliozoa', 'poppycock', 'overreligiosity', 'mesocola', 'palatization', 'owners', 'instigating', 'polymyxin', 'paratrooper', 'speedier']"
510,klendusity etheriform chytridiales unquarantined upbreeze upbreeze socioromantic radioscopical microgram promorphologically promorphologically spadiceous etheriform unwhispering braincap diethylamine hypertonicity credensiveness klendusity coverlid unwhispering socioromantic,,,,,,,,,,,,June,Q2,"['klendusity', 'etheriform', 'chytridiales', 'unquarantined', 'upbreeze', 'upbreeze', 'socioromantic', 'radioscopical', 'microgram', 'promorphologically', 'promorphologically', 'spadiceous', 'etheriform', 'unwhispering', 'braincap', 'diethylamine', 'hypertonicity', 'credensiveness', 'klendusity', 'coverlid', 'unwhispering', 'socioromantic']"
511,bombe bootmaking halfmoon sesquipedal yeniseian vicariism prototroph unobfuscated eyepiece prototroph hydage missays fluxile detours lyonetiid schalmey corynine russeting racemic kiltie curtly oxygenates giganticness primprint antihypertensive ratement compresses insinuations,,,,,,,,,,,,June,Q2,"['bombe', 'bootmaking', 'halfmoon', 'sesquipedal', 'yeniseian', 'vicariism', 'prototroph', 'unobfuscated', 'eyepiece', 'prototroph', 'hydage', 'missays', 'fluxile', 'detours', 'lyonetiid', 'schalmey', 'corynine', 'russeting', 'racemic', 'kiltie', 'curtly', 'oxygenates', 'giganticness', 'primprint', 'antihypertensive', 'ratement', 'compresses', 'insinuations']"
512,phosphorylase nappa ephthianure tubbie gamelotte threshal teretifolious miniscule dissimulative overoxidized olga uninvadable tintist selfmovement phenanthraquinone bessemer hemisect pseudoofficial nappa levigates tintist nonalkaloidal onery amenably shallowpated undepressing,,,,,,,,,,,,June,Q2,"['phosphorylase', 'nappa', 'ephthianure', 'tubbie', 'gamelotte', 'threshal', 'teretifolious', 'miniscule', 'dissimulative', 'overoxidized', 'olga', 'uninvadable', 'tintist', 'selfmovement', 'phenanthraquinone', 'bessemer', 'hemisect', 'pseudoofficial', 'nappa', 'levigates', 'tintist', 'nonalkaloidal', 'onery', 'amenably', 'shallowpated', 'undepressing']"
513,slumgum trinchera unclassifying protome cosin martials hutzpahs superline hipmold dimercuric bizz hastifly nishiki unmeditated cyanogenamide saman illaqueable collop balun sociodramatic antitangent voraciously unmeditated midiron atherosclerotic vascularly pokeberries senarius,,,,,,,,,,,,June,Q2,"['slumgum', 'trinchera', 'unclassifying', 'protome', 'cosin', 'martials', 'hutzpahs', 'superline', 'hipmold', 'dimercuric', 'bizz', 'hastifly', 'nishiki', 'unmeditated', 'cyanogenamide', 'saman', 'illaqueable', 'collop', 'balun', 'sociodramatic', 'antitangent', 'voraciously', 'unmeditated', 'midiron', 'atherosclerotic', 'vascularly', 'pokeberries', 'senarius']"
514,kohemp angiotrophic mannerhood ankylosaurus eucosmid kohemp dillenia trinitration lininess allelomorphism ginnier utinam trophozooid leucine surexcitation hierapicra terpodion aequian saccharometry girsle readdicts aequian timbe miscreancy paramorphic balistraria pronic pronic,,,,,,,,,,,,June,Q2,"['kohemp', 'angiotrophic', 'mannerhood', 'ankylosaurus', 'eucosmid', 'kohemp', 'dillenia', 'trinitration', 'lininess', 'allelomorphism', 'ginnier', 'utinam', 'trophozooid', 'leucine', 'surexcitation', 'hierapicra', 'terpodion', 'aequian', 'saccharometry', 'girsle', 'readdicts', 'aequian', 'timbe', 'miscreancy', 'paramorphic', 'balistraria', 'pronic', 'pronic']"
515,shravey subtutor toyishly colorfastness trapballs tompiper swishers overinsure lagarto lombrosian tractorization bulletlike outrages mystificatory unwrung interallied nonproximity joyridden termlessness hypersensuousness disacceptance metrologue incomportable cholelithotrity,,,,,,,,,,,,June,Q2,"['shravey', 'subtutor', 'toyishly', 'colorfastness', 'trapballs', 'tompiper', 'swishers', 'overinsure', 'lagarto', 'lombrosian', 'tractorization', 'bulletlike', 'outrages', 'mystificatory', 'unwrung', 'interallied', 'nonproximity', 'joyridden', 'termlessness', 'hypersensuousness', 'disacceptance', 'metrologue', 'incomportable', 'cholelithotrity']"
516,describably cheet tromometric mesozoan sweeps homeridae refronts mesozoan lampret interfraternal sotting chakari electromobilism sporosac cutted diplopiaphobia intratracheal extralegally turbodynamo tournay infeoffs insensitively lignatile coracobrachial coracobrachial,,,,,,,,,,,,June,Q2,"['describably', 'cheet', 'tromometric', 'mesozoan', 'sweeps', 'homeridae', 'refronts', 'mesozoan', 'lampret', 'interfraternal', 'sotting', 'chakari', 'electromobilism', 'sporosac', 'cutted', 'diplopiaphobia', 'intratracheal', 'extralegally', 'turbodynamo', 'tournay', 'infeoffs', 'insensitively', 'lignatile', 'coracobrachial', 'coracobrachial']"
517,tableless seraphina robin uvulectomies resudation misperceive wordlessness misperceive equibalance samlet bandfish knoxian whizz sailer reengross looses gharry urinometric adventured nonprovable tumultuation mantzu morenita bananas overfoully sailer outfables shrilly voiceprints,,,,,,,,,,,,June,Q2,"['tableless', 'seraphina', 'robin', 'uvulectomies', 'resudation', 'misperceive', 'wordlessness', 'misperceive', 'equibalance', 'samlet', 'bandfish', 'knoxian', 'whizz', 'sailer', 'reengross', 'looses', 'gharry', 'urinometric', 'adventured', 'nonprovable', 'tumultuation', 'mantzu', 'morenita', 'bananas', 'overfoully', 'sailer', 'outfables', 'shrilly', 'voiceprints']"
518,paranucleus tilth tompiper recrates pediatrician incerate witting unconspiringness fane jonsonian unrefracted inculcating fivepence harmonics unrefracted faltering foliously uncheered hugely hypocephalus vocaller prodromic phalangiidae envine bridecake deliriums assholes rheum,,,,,,,,,,,,June,Q2,"['paranucleus', 'tilth', 'tompiper', 'recrates', 'pediatrician', 'incerate', 'witting', 'unconspiringness', 'fane', 'jonsonian', 'unrefracted', 'inculcating', 'fivepence', 'harmonics', 'unrefracted', 'faltering', 'foliously', 'uncheered', 'hugely', 'hypocephalus', 'vocaller', 'prodromic', 'phalangiidae', 'envine', 'bridecake', 'deliriums', 'assholes', 'rheum']"
519,methylating informality lucarne bashibazouk unpillowed melior pelletizer auletai shackos adsorptive disenthralment attributes caphs invest yapocks angiomegaly suppedit psychosensorial shallowish curricled informality melior autosensitized muckers misarrangements wedels subslots,,,,,,,,,,,,June,Q2,"['methylating', 'informality', 'lucarne', 'bashibazouk', 'unpillowed', 'melior', 'pelletizer', 'auletai', 'shackos', 'adsorptive', 'disenthralment', 'attributes', 'caphs', 'invest', 'yapocks', 'angiomegaly', 'suppedit', 'psychosensorial', 'shallowish', 'curricled', 'informality', 'melior', 'autosensitized', 'muckers', 'misarrangements', 'wedels', 'subslots']"
520,misdeem tympanomastoid tsktsks kerygmatic nonpressure fairnesses workman parkings consolute zeugmas externalising phenolphthalein playacting misdeem krobyloi fatted panachure phenolphthalein amylamine coupage dieb banquet clarigold angiotripsy daleswoman secularisation comatik,,,,,,,,,,,,June,Q2,"['misdeem', 'tympanomastoid', 'tsktsks', 'kerygmatic', 'nonpressure', 'fairnesses', 'workman', 'parkings', 'consolute', 'zeugmas', 'externalising', 'phenolphthalein', 'playacting', 'misdeem', 'krobyloi', 'fatted', 'panachure', 'phenolphthalein', 'amylamine', 'coupage', 'dieb', 'banquet', 'clarigold', 'angiotripsy', 'daleswoman', 'secularisation', 'comatik']"
521,inactivations preanticipating acaena lexiphanicism agnoetae sursolid ratchetlike lexiphanicism scuffs lyssic missileer reconnoiteringly dingbats strongest gubernacular bronzite heightened jungian gubernacular revarnish travelability incredibly acaena fruiteress fll chesterfield,,,,,,,,,,,,June,Q2,"['inactivations', 'preanticipating', 'acaena', 'lexiphanicism', 'agnoetae', 'sursolid', 'ratchetlike', 'lexiphanicism', 'scuffs', 'lyssic', 'missileer', 'reconnoiteringly', 'dingbats', 'strongest', 'gubernacular', 'bronzite', 'heightened', 'jungian', 'gubernacular', 'revarnish', 'travelability', 'incredibly', 'acaena', 'fruiteress', 'fll', 'chesterfield']"
522,envaye sideromancy reventilated maties gonoblastidial unshamefaced archont muscarinic outcull palaeoniscid cheetahs obcordate paralytica tackily grubbies impersonalism dolichocnemic cheetahs hybridist audivise appendicularia palominos underpay muscarinic nonimmunities,,,,,,,,,,,,June,Q2,"['envaye', 'sideromancy', 'reventilated', 'maties', 'gonoblastidial', 'unshamefaced', 'archont', 'muscarinic', 'outcull', 'palaeoniscid', 'cheetahs', 'obcordate', 'paralytica', 'tackily', 'grubbies', 'impersonalism', 'dolichocnemic', 'cheetahs', 'hybridist', 'audivise', 'appendicularia', 'palominos', 'underpay', 'muscarinic', 'nonimmunities']"
523,flaxtail jackshay derrickmen unboastfulness nonbiased degu unboastfulness unsucceedable diseuses flecken truckage predraft levitative nigeria flaxtail termtimes needlers leggiadrous cephalic vervecine fernbird admedian receded degu fuzzy dizenment cocashweed cloning sophical,,,,,,,,,,,,June,Q2,"['flaxtail', 'jackshay', 'derrickmen', 'unboastfulness', 'nonbiased', 'degu', 'unboastfulness', 'unsucceedable', 'diseuses', 'flecken', 'truckage', 'predraft', 'levitative', 'nigeria', 'flaxtail', 'termtimes', 'needlers', 'leggiadrous', 'cephalic', 'vervecine', 'fernbird', 'admedian', 'receded', 'degu', 'fuzzy', 'dizenment', 'cocashweed', 'cloning', 'sophical']"
524,nonahydrate carida maracock haul bywalker specklessness marmaritin overskepticalness bywalker asserter theoryless smich wride equerry lincture atheism hypermiraculousness heterometabolism seemly chlorosulphonic ruspone micrometallurgy akiyenik undertakers bedevilment,,,,,,,,,,,,June,Q2,"['nonahydrate', 'carida', 'maracock', 'haul', 'bywalker', 'specklessness', 'marmaritin', 'overskepticalness', 'bywalker', 'asserter', 'theoryless', 'smich', 'wride', 'equerry', 'lincture', 'atheism', 'hypermiraculousness', 'heterometabolism', 'seemly', 'chlorosulphonic', 'ruspone', 'micrometallurgy', 'akiyenik', 'undertakers', 'bedevilment']"
525,oblige teicher artize unsearchably impropriety subconnect trawling frescoers improvisator incongenial buriti recycles favour picucule remembered endoceratidae misrender fcp pyrotechnist oddity phototelephony sphincter oddity decolour improvisator recycles odontornithes,,,,,,,,,,,,June,Q2,"['oblige', 'teicher', 'artize', 'unsearchably', 'impropriety', 'subconnect', 'trawling', 'frescoers', 'improvisator', 'incongenial', 'buriti', 'recycles', 'favour', 'picucule', 'remembered', 'endoceratidae', 'misrender', 'fcp', 'pyrotechnist', 'oddity', 'phototelephony', 'sphincter', 'oddity', 'decolour', 'improvisator', 'recycles', 'odontornithes']"
526,itinerantly spectrohelioscope ladyslipper remission patagium bialis trappier unconfiscable cumquat scyllioid succintorium dermatolysis succeeds cresphontes cuittikin seraglios unescorted titratable unsupernaturally targes phospholipase sticta nonconflictive guacharos casbahs,,,,,,,,,,,,June,Q2,"['itinerantly', 'spectrohelioscope', 'ladyslipper', 'remission', 'patagium', 'bialis', 'trappier', 'unconfiscable', 'cumquat', 'scyllioid', 'succintorium', 'dermatolysis', 'succeeds', 'cresphontes', 'cuittikin', 'seraglios', 'unescorted', 'titratable', 'unsupernaturally', 'targes', 'phospholipase', 'sticta', 'nonconflictive', 'guacharos', 'casbahs']"
527,witnessed diplotegia spills barbar intramatrically vomitoria triphibious triphibious pterylography interreflect oxytones trefoilwise pyraustinae gradual ganging damager forecast sulfobismuthite gradual accomplices spills fourgons radicalism pigeonwing miterers metaconule,,,,,,,,,,,,June,Q2,"['witnessed', 'diplotegia', 'spills', 'barbar', 'intramatrically', 'vomitoria', 'triphibious', 'triphibious', 'pterylography', 'interreflect', 'oxytones', 'trefoilwise', 'pyraustinae', 'gradual', 'ganging', 'damager', 'forecast', 'sulfobismuthite', 'gradual', 'accomplices', 'spills', 'fourgons', 'radicalism', 'pigeonwing', 'miterers', 'metaconule']"
528,eolopile lacemaker apyrexy tyroglyphid unsulliedly vivifical mesothelia pray isba betravel glossa importuner addible predescription substantize raylessness equibalance douzaine tartareous gelasian nonexcitably acrotisms tartareous southeasternmost interorbitally excubittoria,,,,,,,,,,,,June,Q2,"['eolopile', 'lacemaker', 'apyrexy', 'tyroglyphid', 'unsulliedly', 'vivifical', 'mesothelia', 'pray', 'isba', 'betravel', 'glossa', 'importuner', 'addible', 'predescription', 'substantize', 'raylessness', 'equibalance', 'douzaine', 'tartareous', 'gelasian', 'nonexcitably', 'acrotisms', 'tartareous', 'southeasternmost', 'interorbitally', 'excubittoria']"
529,pallone huia eh babassu uncohesiveness tarrock unconceding allotter perfay pseudopiously agonium illimitable hemispheroidal allotter ephelcystic cookware crape prediphtheritic masticatory dendritically burucha pseudopiously protoplasmal overrulingly preallowable nonstyptic,,,,,,,,,,,,June,Q2,"['pallone', 'huia', 'eh', 'babassu', 'uncohesiveness', 'tarrock', 'unconceding', 'allotter', 'perfay', 'pseudopiously', 'agonium', 'illimitable', 'hemispheroidal', 'allotter', 'ephelcystic', 'cookware', 'crape', 'prediphtheritic', 'masticatory', 'dendritically', 'burucha', 'pseudopiously', 'protoplasmal', 'overrulingly', 'preallowable', 'nonstyptic']"
530,vocaller multivalency dif underlineation polydaemonistic preparer subcostae jigman afterglows gushet undemolishable calicles decompoundly gemmuliferous chulpa jigman titians gynandrism conation rappels ultraroyalism gager keratinized gausterer voodooistic cultivably,,,,,,,,,,,,June,Q2,"['vocaller', 'multivalency', 'dif', 'underlineation', 'polydaemonistic', 'preparer', 'subcostae', 'jigman', 'afterglows', 'gushet', 'undemolishable', 'calicles', 'decompoundly', 'gemmuliferous', 'chulpa', 'jigman', 'titians', 'gynandrism', 'conation', 'rappels', 'ultraroyalism', 'gager', 'keratinized', 'gausterer', 'voodooistic', 'cultivably']"
531,transimpression hemibranchiate reexposition preoccupancy endostoma manufactories deadlihead deincrustant overtimid countersnarl enrolling diddlers unattestedness tomentous onces unplan decontrolled diddlers easterlies proexecutive wynkernel mallow grandevous uninwoven onces,,,,,,,,,,,,June,Q2,"['transimpression', 'hemibranchiate', 'reexposition', 'preoccupancy', 'endostoma', 'manufactories', 'deadlihead', 'deincrustant', 'overtimid', 'countersnarl', 'enrolling', 'diddlers', 'unattestedness', 'tomentous', 'onces', 'unplan', 'decontrolled', 'diddlers', 'easterlies', 'proexecutive', 'wynkernel', 'mallow', 'grandevous', 'uninwoven', 'onces']"
532,gritter wilderness anenterous fainters sagier spodogenous immethodic toiles susannite nitrides realisms casseroles genesitic eructation pfunde cristi acrisius zogan unleagued pseudoviperine anopubic wilderness poises catherine werslete speels intercolumniation anartismos lungyis,,,,,,,,,,,,June,Q2,"['gritter', 'wilderness', 'anenterous', 'fainters', 'sagier', 'spodogenous', 'immethodic', 'toiles', 'susannite', 'nitrides', 'realisms', 'casseroles', 'genesitic', 'eructation', 'pfunde', 'cristi', 'acrisius', 'zogan', 'unleagued', 'pseudoviperine', 'anopubic', 'wilderness', 'poises', 'catherine', 'werslete', 'speels', 'intercolumniation', 'anartismos', 'lungyis']"
533,semispiritous ureterointestinal doxology necrolatry noncurious cardioschisis miscoloring cocainist naght scopularia necrolatry supersensuously issite scopularia unvoyageable katatonia preponderous tauricornous stillborn typier overliver undisproving parcellate overliver,,,,,,,,,,,,June,Q2,"['semispiritous', 'ureterointestinal', 'doxology', 'necrolatry', 'noncurious', 'cardioschisis', 'miscoloring', 'cocainist', 'naght', 'scopularia', 'necrolatry', 'supersensuously', 'issite', 'scopularia', 'unvoyageable', 'katatonia', 'preponderous', 'tauricornous', 'stillborn', 'typier', 'overliver', 'undisproving', 'parcellate', 'overliver']"
534,quondamship antheridia intreasure decalog sparkplugged intreasure nonsynthetic bugout oxazole riden spectatorial kendo cypsela pancreatectomized assecurator plateworker zooxanthella acuation sulks vinculula bestraddling prepromoting pancreatectomized repullulative baganda,,,,,,,,,,,,June,Q2,"['quondamship', 'antheridia', 'intreasure', 'decalog', 'sparkplugged', 'intreasure', 'nonsynthetic', 'bugout', 'oxazole', 'riden', 'spectatorial', 'kendo', 'cypsela', 'pancreatectomized', 'assecurator', 'plateworker', 'zooxanthella', 'acuation', 'sulks', 'vinculula', 'bestraddling', 'prepromoting', 'pancreatectomized', 'repullulative', 'baganda']"
535,lichenicolous dorsiduct agglutinates levigable untenaciousness gutterling paludisms adult gasometry cothurnate marmot spermagonia necrophagous skiers patrilineage actaeon unclement petioliventres patrilineage outhiss dentolingual dorsiduct gasometry sparkily cothurnate,,,,,,,,,,,,June,Q2,"['lichenicolous', 'dorsiduct', 'agglutinates', 'levigable', 'untenaciousness', 'gutterling', 'paludisms', 'adult', 'gasometry', 'cothurnate', 'marmot', 'spermagonia', 'necrophagous', 'skiers', 'patrilineage', 'actaeon', 'unclement', 'petioliventres', 'patrilineage', 'outhiss', 'dentolingual', 'dorsiduct', 'gasometry', 'sparkily', 'cothurnate']"
536,linsey unlasher heliaea rhinocerotoid antivenene waylaying bicuspid rubdown hostship lemming lemming sradha gesso misdeal calusa moratory waylaying bellowed portify jara noncollaboration criminological vitiation patricides exponentiates predominator lithoxyle gulfing standeth,,,,,,,,,,,,June,Q2,"['linsey', 'unlasher', 'heliaea', 'rhinocerotoid', 'antivenene', 'waylaying', 'bicuspid', 'rubdown', 'hostship', 'lemming', 'lemming', 'sradha', 'gesso', 'misdeal', 'calusa', 'moratory', 'waylaying', 'bellowed', 'portify', 'jara', 'noncollaboration', 'criminological', 'vitiation', 'patricides', 'exponentiates', 'predominator', 'lithoxyle', 'gulfing', 'standeth']"
537,humourize nonconservation vixen assistants unnice unpunctured polyribosome odz antitetanic trilogist takedowns pharyngotome bushwhacker scranky projector polyvoltine lightplane scranky houbara successfulness larithmic annealed polycistronic clarinettists unnice swigging recuse,,,,,,,,,,,,June,Q2,"['humourize', 'nonconservation', 'vixen', 'assistants', 'unnice', 'unpunctured', 'polyribosome', 'odz', 'antitetanic', 'trilogist', 'takedowns', 'pharyngotome', 'bushwhacker', 'scranky', 'projector', 'polyvoltine', 'lightplane', 'scranky', 'houbara', 'successfulness', 'larithmic', 'annealed', 'polycistronic', 'clarinettists', 'unnice', 'swigging', 'recuse']"
538,mistiming packtrain gustily reinfect deanery grueling israel besaint progymnosperm misdescriber deanery slinge disauthorize unrelieved proleniency noncomposite uncorrugated prongy axon packtrain misdescriber illusionists appay lintel undusted tappets gnathoplasty mistiming,,,,,,,,,,,,June,Q2,"['mistiming', 'packtrain', 'gustily', 'reinfect', 'deanery', 'grueling', 'israel', 'besaint', 'progymnosperm', 'misdescriber', 'deanery', 'slinge', 'disauthorize', 'unrelieved', 'proleniency', 'noncomposite', 'uncorrugated', 'prongy', 'axon', 'packtrain', 'misdescriber', 'illusionists', 'appay', 'lintel', 'undusted', 'tappets', 'gnathoplasty', 'mistiming']"
539,ambidexterities dealcoholize postintestinal foreproduct misopedia happier rancor stooks foreproduct dihexagonal rizzle flattering suchnesses hansom misdiagrammed underlines zoarcidae overdrapery midrashim pseudepiscopacy gutturize patrial overpresumptive searches propper,,,,,,,,,,,,June,Q2,"['ambidexterities', 'dealcoholize', 'postintestinal', 'foreproduct', 'misopedia', 'happier', 'rancor', 'stooks', 'foreproduct', 'dihexagonal', 'rizzle', 'flattering', 'suchnesses', 'hansom', 'misdiagrammed', 'underlines', 'zoarcidae', 'overdrapery', 'midrashim', 'pseudepiscopacy', 'gutturize', 'patrial', 'overpresumptive', 'searches', 'propper']"
540,gainings semiwarfare sylvite preexperience mortified overdramatic myelomata fuzed nonmenacing ria dorsopleural depreter crocard unrelated surpassed semiwarfare dispraise asking uvula sparassis herniotome cayennes bunkie steganopodous resonate sewin cornutine mortified rectorates,,,,,,,,,,,,June,Q2,"['gainings', 'semiwarfare', 'sylvite', 'preexperience', 'mortified', 'overdramatic', 'myelomata', 'fuzed', 'nonmenacing', 'ria', 'dorsopleural', 'depreter', 'crocard', 'unrelated', 'surpassed', 'semiwarfare', 'dispraise', 'asking', 'uvula', 'sparassis', 'herniotome', 'cayennes', 'bunkie', 'steganopodous', 'resonate', 'sewin', 'cornutine', 'mortified', 'rectorates']"
